Year,Value,UNIT_MEASURE,SERIES
2009.0,25.9,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2010.0,20.1,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2011.0,29.2,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2012.0,29.4,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2013.0,26.6,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2014.0,19.8,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2015.0,13.1,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2016.0,13.1,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2017.0,15.2,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2018.0,16.7,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2019.0,14.1,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2020.0,6.8,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2021.0,2.6,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
,,,
,,,
,,,
,,,
,,,
