Year,Value,UNIT_MEASURE,SERIES
2018,91.7,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 1: Sveobuhvatni pravni okviri i javni život"
2019,91.7,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 1: Sveobuhvatni pravni okviri i javni život"
2020,91.7,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 1: Sveobuhvatni pravni okviri i javni život"
2021,91.7,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 1: Sveobuhvatni pravni okviri i javni život"
2018,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 2: Nasilje nad ženama"
2019,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 2: Nasilje nad ženama"
2020,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 2: Nasilje nad ženama"
2021,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 2: Nasilje nad ženama"
2018,96.0,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 3: Zaposlenost i ekonomske koristi"
2019,96.0,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 3: Zaposlenost i ekonomske koristi"
2020,96.0,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 3: Zaposlenost i ekonomske koristi"
2021,96.0,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 3: Zaposlenost i ekonomske koristi"
2018,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 4: Brak i porodica"
2019,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 4: Brak i porodica"
2020,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 4: Brak i porodica"
2021,84.6,Procenat,"Pravni okviri koji promovišu, sprovode i prate ravnopravnost i zabranu diskriminacije po osnovu pola (procenat postignuća, 0-100) - Oblast 4: Brak i porodica"
