Year,Value,UNIT_MEASURE,SERIES
2009,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2010,0.00085,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2011,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2012,0.00085,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2013,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2014,0.00086,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2015,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2016,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2017,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2018,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2019,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2020,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
2021,0.0,Na 1 000 stanovnika,Incidencija malarije (na 1 000 stanovnika)
