Year,Value,UNIT_MEASURE,SERIES
2009,4.7,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2010,2.7,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2011,3.9,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2012,4.5,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2013,5.6,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2014,3.9,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2015,2.3,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2016,3.6,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2017,4.0,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2018,5.2,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2019,4.5,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2020,1.9,Na 100 000 stanovnika,SH_HAP_HBSAGINC
2021,1.5,Na 100 000 stanovnika,SH_HAP_HBSAGINC
