Year,SERIES,UNIT_MEASURE,Value
2009,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2010,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.00085
2011,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2012,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.00085
2013,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2014,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.00086
2015,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2016,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2017,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2018,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2019,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2020,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
2021,Инциденција маларије (на 1 000 становника),На 1 000 становника,0.0
