Year,Value,UNIT_MEASURE,SERIES
2018,91.7,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 1: Свеобухватни правни оквири и јавни живот"
2019,91.7,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 1: Свеобухватни правни оквири и јавни живот"
2020,91.7,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 1: Свеобухватни правни оквири и јавни живот"
2021,91.7,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 1: Свеобухватни правни оквири и јавни живот"
2018,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 2: Насиље над женама"
2019,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 2: Насиље над женама"
2020,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 2: Насиље над женама"
2021,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 2: Насиље над женама"
2018,96.0,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 3: Запосленост и економске користи"
2019,96.0,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 3: Запосленост и економске користи"
2020,96.0,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 3: Запосленост и економске користи"
2021,96.0,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 3: Запосленост и економске користи"
2018,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 4: Брак и породица"
2019,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 4: Брак и породица"
2020,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 4: Брак и породица"
2021,84.6,Проценат,"Правни оквири који промовишу, спроводе и прате равноправност и забрану дискриминације по основу пола (проценат постигнућа, 0-100) - Област 4: Брак и породица"
