Year,Value,UNIT_MEASURE,SERIES
2018,91.7,Percent,SG_LGL_GENEQLFP
2019,91.7,Percent,SG_LGL_GENEQLFP
2020,91.7,Percent,SG_LGL_GENEQLFP
2021,91.7,Percent,SG_LGL_GENEQLFP
2018,84.6,Percent,SG_LGL_GENEQVAW
2019,84.6,Percent,SG_LGL_GENEQVAW
2020,84.6,Percent,SG_LGL_GENEQVAW
2021,84.6,Percent,SG_LGL_GENEQVAW
2018,96.0,Percent,SG_LGL_GENEQEMP
2019,96.0,Percent,SG_LGL_GENEQEMP
2020,96.0,Percent,SG_LGL_GENEQEMP
2021,96.0,Percent,SG_LGL_GENEQEMP
2018,84.6,Percent,SG_LGL_GENEQMAR
2019,84.6,Percent,SG_LGL_GENEQMAR
2020,84.6,Percent,SG_LGL_GENEQMAR
2021,84.6,Percent,SG_LGL_GENEQMAR
