Year,SERIES,UNIT_MEASURE,Value
2010,EN_REF_WASGENT,TONNES,392891.0
2011,EN_REF_WASGENT,TONNES,381185.0
2012,EN_REF_WASGENT,TONNES,376438.0
2013,EN_REF_WASGENT,TONNES,388767.0
2014,EN_REF_WASGENT,TONNES,
2015,EN_REF_WASGENT,TONNES,403352.0
2016,EN_REF_WASGENT,TONNES,425962.0
2017,EN_REF_WASGENT,TONNES,391186.0
2018,EN_REF_WASGENT,TONNES,395737.0
2019,EN_REF_WASGENT,TONNES,399826.0
2020,EN_REF_WASGENT,TONNES,390426.0
2021,EN_REF_WASGENT,TONNES,397182.0
2010,EN_REF_WASDELT,TONNES,1926.0
2011,EN_REF_WASDELT,TONNES,887.0
2012,EN_REF_WASDELT,TONNES,1635.0
2013,EN_REF_WASDELT,TONNES,3156.0
2014,EN_REF_WASDELT,TONNES,3260.0
2015,EN_REF_WASDELT,TONNES,2864.0
2016,EN_REF_WASDELT,TONNES,2901.0
2017,EN_REF_WASDELT,TONNES,2946.0
2018,EN_REF_WASDELT,TONNES,2767.0
2019,EN_REF_WASDELT,TONNES,2929.0
2020,EN_REF_WASDELT,TONNES,1999.0
2021,EN_REF_WASDELT,TONNES,2189.0
2010,EN_REF_WASTSHR,Percent,0.5
2011,EN_REF_WASTSHR,Percent,0.2
2012,EN_REF_WASTSHR,Percent,0.4
2013,EN_REF_WASTSHR,Percent,0.8
2014,EN_REF_WASTSHR,Percent,
2015,EN_REF_WASTSHR,Percent,0.7
2016,EN_REF_WASTSHR,Percent,0.7
2017,EN_REF_WASTSHR,Percent,0.8
2018,EN_REF_WASTSHR,Percent,0.7
2019,EN_REF_WASTSHR,Percent,0.7
2020,EN_REF_WASTSHR,Percent,0.5
2021,EN_REF_WASTSHR,Percent,0.6
